report_id,date,site,activity,report_type,report_text,sif_potential,life_saving_rule,hazard,barrier,barrier_status,risk_level,source
OIL-00071,2016-03-30,Real-Local_03,Mining,Incident,"After having carried out the mechanized support with the Scissor # 200, the heavy equipment operator picks up the water supply hose towards the drum of the equipment and, while He was heading towards the cabin of the Scissor on the way on a piece of rock - 10 cm high approx. - which displaces by sliding his right foot causing the injury described.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00072,2016-03-31,Real-Local_06,Metals,Incident,Being approximately 14:25 h when supervising the line clamping of the POM D071 Roy Canario returning to the thickener D1304 hits his nose with the metal chute out of operation.,No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00073,2016-03-31,Real-Local_08,Metals,Incident,"The employee, performing the truck's unloading operation, an iron bundle pressed his right finger and injured his left arm.",No,Unmapped,Pressed,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00074,2016-04-01,Real-Local_03,Mining,Incident,"After loading two blown holes from the previous blasting with the use of a telescopic ladder, the master loader pulls the ladder detaching from the upper support point, about 3 mt. of height, a fragment of rock - 3cm x 3cm x 2 cm; 54 gr - which is projected by the right end of the ladder hitting the master loader on the cheekbone and upper lip producing the lesion described. The master shipper used his safety glasses.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00075,2016-04-03,Real-Local_01,Mining,Incident,"During the plant stop scheduled for maintenance, almost at the end of the change of the ""T"" fitting of the HDP pipe with a diameter of 14 "", the Resident enters the work zone from the bottom to supervise the work, in that At the moment four workers - anchored with harness - that were in the upper part manipulating the accessory ""T"" to tie the flanges of the HDP pipe and PVC of 14 ""diameter, suddenly the PVC pipe comes out of its support (pipe with fine material of tailings (Weight 700kg.)) and falls from a height of 2 meters to the floor, bounces and imprisons the resident engineer. Only the injured worker was in the lower part or line of fire.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00076,2016-04-02,Real-Local_01,Mining,Incident,"Parking the equipment Dumper ° 18 in the maintenance workshop, the mechanic asks the operator to back off the equipment for washing, then the operator starts the reverse gear with the cab door fully open, upon reaching the washing area (8 meters behind), brakes and the cabin door closes untimely and hits your face, causing a minor injury. In the area was the mechanic at floor level in a safe place.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00077,2016-04-01,Real-Local_01,Mining,Incident,"In circumstances that two workers of the Abratech company were doing putty work inside the conditioning tank (5 meters deep and covered by platforms) of metal gratings - grating- in the upper part), two other employees of the HyT company carried out maneuvers transfer of a pump with the help of a manual tick - which worked hooked to a beam H, dragging the pump on the metal gratings (grating), suddenly the pump is hooked with a metal grate (grating) and when trying to release it, the metal grid (grating - 13.0 Kg. (60 cm x 92 cm)) falls inside the tank, hits a diagonal channel inside the tank and then impacts the right arm of one of the workers and rubs the helmet of the second worker that he was crouching. The area where the bomb was being moved was marked with tape and did not have a lookout.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00078,2016-04-01,Real-Local_01,Mining,Incident,"In circumstances that two workers of the Abratech company were doing putty work inside the conditioning tank (5 meters deep and covered by platforms) of metal gratings - grating- in the upper part), two other employees of the HyT company carried out maneuvers transfer of a pump with the help of a manual tick - which worked hooked to a beam H, dragging the pump on the metal gratings (grating), suddenly the pump is hooked with a metal grate (grating) and when trying to release it, the metal grid (grating - 13.0 Kg. (60 cm x 92 cm)) falls inside the tank, hits a diagonal channel inside the tank and then impacts the right arm of one of the workers and rubs the helmet of the second worker that he was crouching. The area where the bomb was being moved was marked with tape and did not have a lookout.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00079,2016-03-10,Real-Local_10,Others,Incident,"When accessing the Santa do Novo area, in order to open the chop, General was moving ahead of the team in order to open access for Manetometer, when he came across an area with a steep slope and gravel presence. In a certain place of access the employee slipped, coming with this to become unbalanced. At that moment the machete that was in his left hand came to slip the right leg above the knee, causing a cut 3cm.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00080,2016-03-24,Real-Local_10,Others,Incident,"When performing the sleeve removal maneuver, when the hole was 600 meters deep, General da Silva pressed only one side of the locking nut of the rods, which together with the jack, holds the entire weight of the rods in the maneuver. As the locking procedure was not effective, the weight of the rods was only secured by the steel wire rope of the probe winch. At the moment that driller Pedro released the brake of the winch, the inefficacy of the locking done only in one side of the chestnut and without aid of the monkey, caused the sliding of the rods. Auxiliary was prepared for manual unlocking of the rods, holding the faucet key firmly against the probe tower as the composition shifted. As the stems slid, his hands were shifted downward, causing his left hand to strike against the base of the probe tower structure, causing cuts to the 4th and 5th Quirodactyl. employee was taken to the hospital where he went through medical care. wound was sutured with 16 stitches. same was removed for 10 days from his activities.",Yes,Unmapped,Poll,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00081,2016-03-22,Real-Local_10,Others,Incident,"During the trip to the vehicle, at the end of the work, the collaborator Rhainer stepped on an object that he could not identify, thus coming to pierce the sole of the boot and causing a small hole in the sole of the left foot of the collaborator. The perforation was possibly due to a stump of wood, since the area covered by the collaborator, was a pasture grazed recently and near a residence.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00082,2016-03-31,Real-Local_03,Mining,Incident,"In the workshop level -970 in Box # 1, while TWO the mechanics manipulated a steel plate - 60cm x40cm x 2.5cm; 50 Kg - to place it in the gutter of the workshop and be able to remove the Scaler # 142, the plate slides and restricts the right ring finger between the gable and the plate causing the injury. The collaborator used gloves at the time of the accident",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00083,2016-04-04,Real-Local_09,Metals,Incident,"When it opens the suction valve of the 420-BO-01 acid pump, the cable of the same pump comes loose by pressing the 5th finger of the employee's left hand against the tubing, causing a fracture in the distal phalanx. Photos",Yes,Unmapped,Manual Tools,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00084,2016-04-05,Real-Local_06,Metals,Incident,"The worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener D2251. the dismantling of the base of the scaffold, located approximately one meter high from the floor of the sump, the rivets of the anchor support of the platform were broken, causing the fall of the worker and impacting the right knee with the support that I am anchored in one of the horizontals of the scaffolding structure.",No,Unmapped,Fall prevention (same level),Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00085,2016-04-05,Real-Local_05,Metals,Incident,Employee reports that when handling the air conditioning pressed the 2nd right chirodactilo causing a contusion.,No,Unmapped,Pressed,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00086,2016-04-07,Real-Local_03,Mining,Incident,"After parking a van next to a cluster of wooden sleepers and boards, the driver, on descending, stepped on a board in which an iron nail protruded 11/2 ""long, which he did not identify as the board was submerged in a puddle of water. This accident caused a minor wound on the sole of the left foot. At the time of the accident the worker was wearing safety boots.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00087,2016-04-08,Real-Local_03,Mining,Incident,"During the maintenance of the locomotive N ° 16 in the workshop of level -1170, the assistant when pulling the locomotive chair backwards stumbles against the ventilation grille, falling on the platform of the locomotive and then to the floor of the workshop from a height 1.17m generating the injury. At the time of the accident the assistant used his safety helmet and chin strap.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
